case_id,case_label,level_id,level_label,level_order,engine,variant,step,newton_iterations,linear_iterations,linear_solve_time,linear_preconditioner_time,linear_orthogonalization_time,newton_relres_end,output_dir
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,8,19.0,122.0,31.809647000000012,31.126575000000003,8.445943,6.205719622992957e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,9,20.0,165.0,43.04196799999997,33.01626299999998,8.594746,7.042617235387516e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,10,25.0,225.0,58.20004499999999,41.73154099999999,10.525084,9.082185134585715e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,11,24.0,161.0,41.858840999999984,39.70529800000003,12.344936999999994,9.78105483788888e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,matlab,main,12,21.0,185.0,47.81507199999999,34.40392700000001,10.242137,9.35168889544222e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,1,6.0,32.0,5.809346196969273,2.076884923997568,0.47434571001213044,8.109752721926277e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,2,7.0,42.0,7.767936738964636,2.49192417699669,0.8627016859973082,2.278382899818489e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,3,6.0,35.0,6.395187428948702,2.0555572640005266,0.7177941010013456,9.039764914737417e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,4,9.0,64.0,11.569146634996287,3.3157863859960344,1.9306461879750714,9.562846214506573e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,5,10.0,85.0,15.471739835047629,3.7362524539639708,2.5612021569831995,8.39562565862913e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,6,18.0,229.0,41.63514450301591,7.083190267992904,9.156460350990528,7.64346972777837e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,7,22.0,207.0,38.3419227450504,8.691059754026355,14.388293385927682,9.245182874409814e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,8,16.0,166.0,30.04464733498753,6.348690381026245,6.41906745803135,6.881816450210743e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,9,22.0,233.0,41.595869371987646,8.640294652970624,12.225013175004278,8.0426639957968e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,10,20.0,198.0,35.41357812004571,7.892773553990992,9.289154835991212,9.937698438619593e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,11,35.0,299.0,54.737639610961196,14.315031989041017,25.26529487397056,9.366826762956437e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L3,L3,2,petsc,main,12,25.0,203.0,37.247353011975065,10.198988340009237,16.153187210002216,8.681369050334923e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L3/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,1,4.0,31.0,8.318544742011,2.3188362159999087,0.5965405619936064,0.0011189208925864252,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_delta_lambda
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,2,4.0,29.0,7.841121715013287,2.3739758729789173,0.7431224770116387,0.001175890754720803,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_delta_lambda
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,3,4.0,28.0,7.542470707994653,2.30325231498864,0.9232467190013267,0.0011732897286140067,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_delta_lambda
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,4,4.0,36.0,9.639198623000993,2.2849633389996598,1.0886282170104096,0.0007836002984013188,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_delta_lambda
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,5,5.0,46.0,12.380308373991284,2.8819703299959656,1.88497434699093,0.0009089375321824917,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_delta_lambda
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,6,13.0,194.0,51.39151520197629,7.4948646040284075,9.403464312010328,0.0009867616842431145,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_delta_lambda
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,7,10.0,93.0,25.184673874013242,5.889627635959187,5.668380984992837,0.005620863495892364,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_delta_lambda
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,8,11.0,89.0,24.483354251016863,6.292438435018994,8.40935060600168,0.004219166661713438,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_delta_lambda
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,9,12.0,95.0,26.190823922050186,6.875929495989112,9.68341511298786,0.004640341928602186,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_delta_lambda
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,10,2.0,8.0,2.309552550999797,1.1555182140145916,1.0298313450039132,0.11353097712177952,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_delta_lambda
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,delta_lambda,11,17.0,133.0,36.037815711970325,9.68344787498063,18.301920162019087,0.004725125228854489,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_delta_lambda
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,1,6.0,34.0,15.795941,15.528681999999996,0.7789519999999999,8.316688051984002e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,2,7.0,41.0,19.318715999999995,18.773163999999994,1.3865430000000005,2.3486336059931197e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,3,7.0,41.0,19.10605199999999,18.68504,1.5832189999999997,4.375585133393989e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,4,8.0,59.0,27.735912,22.165645999999995,2.409301000000001,7.797435139091164e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,5,11.0,88.0,41.821978999999985,32.266097,5.313195,6.360067451940684e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,6,20.0,196.0,96.06587200000007,63.75493900000001,20.132226000000003,6.269865278411634e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,7,36.0,328.0,164.39943399999999,119.740588,62.496975000000006,5.4241700615696485e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,8,30.0,232.0,116.81322700000004,100.35130599999997,32.92557900000001,7.580524409289706e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,9,33.0,274.0,137.800747,110.51138200000003,34.96625800000001,8.674100596939898e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,10,46.0,369.0,186.22835899999995,154.56962999999996,76.795245,2.9642364353757047e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,matlab,main,11,40.0,309.0,155.30021299999999,133.37365899999998,58.096149999999994,8.378200097786019e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_matlab_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,1,7.0,42.0,11.20262536800874,3.4804083260096377,1.4097693349904148,4.645749799480153e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,2,7.0,46.0,12.304864726989763,3.43319006699312,1.6638982239819597,3.62245089511518e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,3,7.0,46.0,12.403798568004277,3.4378520580066834,1.9617386730242288,4.892796843701675e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,4,9.0,75.0,20.231054896008573,4.593418510994525,3.7397112869803095,7.602165124933974e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,5,12.0,114.0,31.037895062021562,6.582590393023565,7.1798718689824454,3.418859473270521e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,6,21.0,241.0,65.83711852894339,11.87151506500959,22.19608642300591,7.196893796244246e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,7,29.0,291.0,79.72044985905814,16.178918799967505,40.78105956198124,9.579547073951228e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,8,43.0,374.0,103.23553593900579,24.484207435976714,77.300490300011,9.912098005503074e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,9,40.0,370.0,102.23717660202237,22.469956553948577,69.02271638296952,4.37907324723149e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,10,33.0,299.0,81.33883635098755,18.496411206986522,44.46181034199253,9.289135118743582e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_main
hetero_3d,Heterogeneous 3D SSR,L4,L4,3,petsc,main,11,34.0,345.0,94.99591457203496,19.169369134964654,49.04771780602459,8.466453828511086e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/hetero_3d/L4/main_petsc_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,1,6.0,37.0,1.9593509999999998,1.8626619999999994,0.09357500000000002,3.9114070937417987e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_matlab_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,2,6.0,30.0,1.6142780000000005,1.9062149999999995,0.10558800000000002,2.6452513075716238e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_matlab_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,3,6.0,35.0,1.880908999999999,1.9234159999999996,0.12204499999999996,4.8000350542654665e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_matlab_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,4,13.0,112.0,6.079397999999998,4.646123000000001,0.7696779999999999,2.9168597281418852e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_matlab_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,5,8.0,62.0,3.332250000000002,2.7963780000000007,0.29662600000000006,4.822022787731561e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_matlab_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,6,9.0,76.0,4.2231200000000015,3.1889639999999986,0.35999300000000023,5.41024917712258e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_matlab_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,7,11.0,92.0,5.242712999999998,4.032330999999999,0.5322110000000002,2.696649249633733e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_matlab_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,8,16.0,138.0,7.726893999999998,6.102682999999999,1.156844,2.3096757740715375e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_matlab_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,9,19.0,135.0,7.558660000000003,7.230018999999999,1.5235119999999998,4.016450223115545e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_matlab_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,matlab,main,10,26.0,328.0,18.163734000000005,9.902482999999997,2.7946290000000005,9.916036320915845e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_matlab_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,1,7.0,52.0,5.545221991997096,1.4682665009968332,0.1527602720016148,3.999461203133737e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_petsc_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,2,6.0,34.0,3.8824306019960204,1.5263120089948643,0.11666066099860473,6.225146927973959e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_petsc_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,3,7.0,48.0,5.147719227010384,1.492076680995524,0.19522968999808654,3.316091928877008e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_petsc_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,4,12.0,145.0,15.615235702971404,2.759084242999961,0.5583539430081146,2.551392125916829e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_petsc_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,5,13.0,107.0,11.44618809199892,2.9883063550005318,0.7798952459997963,3.505883688422926e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_petsc_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,6,8.0,91.0,9.74640445003024,1.7427277830065577,0.3488290959940059,5.059191857827986e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_petsc_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,7,13.0,140.0,14.898440109005605,2.9793951339888736,0.7449202810239512,9.647648740615763e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_petsc_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,8,17.0,151.0,16.241896807019657,4.040324520989088,1.2897543989893165,6.286923759091718e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_petsc_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,9,20.0,200.0,21.342150217024027,4.714080316007312,1.6626476860110415,6.259148789941443e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_petsc_main
homo_3d,Homogeneous 3D SSR,L1,L1,0,petsc,main,10,25.0,253.0,27.900771180036827,6.474697648016445,2.6640754459804157,9.733285630581554e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L1/main_petsc_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,1,6.0,38.0,4.432624000000001,3.9825120000000016,0.18449199999999988,7.626935690875624e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_matlab_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,2,7.0,39.0,4.594873,4.777995999999998,0.33339799999999986,1.232908933287227e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_matlab_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,3,8.0,67.0,7.966424999999997,5.657765000000001,0.49304900000000007,3.061924986625926e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_matlab_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,4,9.0,85.0,10.276607000000006,6.599321999999997,0.7519230000000001,3.0469047098134453e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_matlab_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,5,11.0,74.0,9.106701999999999,8.391849999999998,1.117276,7.461450852572977e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_matlab_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,6,14.0,92.0,11.330968999999996,11.021132000000001,1.676342,6.446757461704388e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_matlab_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,7,16.0,147.0,18.100051000000008,12.613336000000004,2.013458,4.9945862408995864e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_matlab_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,8,31.0,334.0,41.446803,25.43061499999999,7.104678000000002,9.535503089989523e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_matlab_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,9,24.0,234.0,29.13485899999999,19.379908999999998,5.449641,7.46669718419569e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_matlab_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,matlab,main,10,34.0,367.0,45.25789,27.401516999999984,10.365470000000002,7.481545156954758e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_matlab_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,1,7.0,54.0,6.82578565498261,1.8718498290108982,0.3215203199943062,7.78995256520055e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_petsc_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,2,7.0,48.0,6.332393069002137,1.8842073809937574,0.3909629549962119,1.759410537751559e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_petsc_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,3,9.0,86.0,11.173577473993646,2.6103418809943832,0.7509973730047932,5.459724409626499e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_petsc_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,4,9.0,108.0,13.701895554993825,2.528360354997858,0.8418641080133966,4.475022756293768e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_petsc_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,5,10.0,80.0,10.665654669006472,2.8988630850144546,1.12631571500242,9.29734194068733e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_petsc_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,6,10.0,98.0,12.685463822010206,2.826407052009017,1.1869112779968418,7.845510501217945e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_petsc_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,7,16.0,159.0,20.548325806012144,4.808099820023926,2.2566687319849734,6.425188846635446e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_petsc_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,8,19.0,191.0,26.02907518100983,5.96576459598873,3.528250012001081,9.068799475698869e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_petsc_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,9,36.0,340.0,45.36370524200174,11.36767921900173,10.714208505007264,6.767790421275823e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_petsc_main
homo_3d,Homogeneous 3D SSR,L2,L2,1,petsc,main,10,23.0,247.0,31.951558909990126,7.054223314997216,5.504958727004123,9.827540555480093e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L2/main_petsc_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,1,7.0,49.0,12.249761,9.871843999999996,0.5576469999999998,3.682398407017946e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_matlab_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,2,9.0,53.0,13.288102000000002,13.284981000000002,1.1070479999999998,8.555176071491579e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_matlab_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,3,8.0,74.0,18.578032,11.629476999999994,1.0831990000000005,8.486002445908722e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_matlab_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,4,11.0,94.0,24.117350000000002,17.100345000000004,2.2660600000000004,5.1542729772643556e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_matlab_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,5,14.0,104.0,27.014983,22.664618000000004,3.410552,2.5532874823276763e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_matlab_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,6,14.0,91.0,23.89931700000001,22.880445999999992,3.7624580000000005,8.455655231235107e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_matlab_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,7,16.0,149.0,39.177603000000005,26.473420000000004,5.402130999999999,5.029295407921226e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_matlab_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,8,19.0,210.0,55.432075999999995,31.825609999999983,7.005146,9.32025772728161e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_matlab_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,9,24.0,245.0,63.884432000000004,40.015094000000005,10.380253,9.05116713301287e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_matlab_main
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,10,33.0,349.0,90.94430899999998,55.504583999999994,21.801162999999995,4.20525616362029e-05,/home/beremi/repos/slope_stability-1/artifacts/petsc_matlab_performance_comparison/runs/homo_3d/L3/main_matlab_main
