case_id,case_label,level_id,level_label,level_order,engine,variant,step,omega,lambda,umax
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,10,2558.616653021263,1.1984785413146204,1.793708208757244
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,11,2909.719554524474,1.201616700725545,3.6154647517992795
homo_3d,Homogeneous 3D SSR,L3,L3,2,matlab,main,12,3565.0194431436125,1.203901842812929,7.022540977611948
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,1,2202.02777804046,0.9,0.0834154847094427
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,2,2204.7698331860433,1.0,0.08460492738260539
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,3,2207.511888331627,1.0533368178686462,0.08561202705648656
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,4,2212.9959986227936,1.1268448563791202,0.08711884707664724
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,5,2218.4801089139605,1.1677576649581154,0.08804981980313423
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,6,2229.4483294962943,1.177417090706225,0.10644417817397867
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,7,2251.3847706609617,1.1840293807931694,0.2148732421383102
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,8,2295.2576529902967,1.18962234819011,0.436628181221361
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,9,2383.0034176489667,1.1945036181772326,0.887031477528539
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,10,2558.4949469663065,1.1985278354500601,1.7929114282995917
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,11,2909.4780056009863,1.201652292392937,3.6130426334969146
homo_3d,Homogeneous 3D SSR,L3,L3,2,petsc,main,12,3565.0194431436125,1.203932775311282,7.020885593888517
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,1,2202.087674605921,0.9,0.08341865058029785
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,2,2204.8650605866756,1.0,0.08461346812755671
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,3,2207.64244656743,1.053466366915727,0.08562634890610456
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,4,2213.1972185289387,1.1271969891133768,0.08714483924565773
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,5,2218.7519904904475,1.1631226500541234,0.08797217583027218
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,6,2229.861534413465,1.1705450118320115,0.11038381627310538
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,7,2252.0806222595,1.1759122247388627,0.22587062602435765
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,8,2296.5187979515704,1.18053794072548,0.4606786200833614
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,9,2385.395149335711,1.1846854409103786,0.9335776716005937
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,10,2563.1478521039917,1.18814423392519,1.8844639119376674
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,11,2918.6532576405534,1.19086926649948,3.793462207563529
homo_3d,Homogeneous 3D SSR,L4,L4,3,matlab,main,12,3565.0194431436125,1.1928704428685912,7.271845588865956
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,1,2202.0874032278216,0.9,0.0834186944112838
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,2,2204.8637629430514,1.0,0.08461341266692245
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,3,2207.640122658281,1.053501907814086,0.0856274489951314
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,4,2213.1928420887407,1.127130486664796,0.0871432315327345
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,5,2218.7455615192002,1.1630730192094954,0.08797048047993276
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,6,2229.8510003801193,1.1705337052938247,0.11057924984661009
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,7,2252.0618781019575,1.175849080161635,0.2262227220398445
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,8,2296.483633545634,1.180506115828034,0.4607383230217315
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,9,2385.3271444329866,1.1846253978082952,0.9326849135042248
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,10,2563.014166207692,1.1881516107945878,1.8834651104493394
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,11,2918.388209757103,1.1909280448935913,3.7947440240651553
homo_3d,Homogeneous 3D SSR,L4,L4,3,petsc,main,12,3565.0194431436125,1.1928999332861776,7.281381548354739
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,1,2879666.893209191,1.6154687500000011,0.5766817319984772
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,2,2961186.0202216064,1.6254687500000011,0.7231655020986953
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,3,3042705.1472340217,1.664679739329681,1.7869446023491626
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,4,3124224.274246437,1.4213593845089698,6.175117056779195
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,5,3287262.5282712677,1.41965027682857,10.804950429621941
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,6,3450300.7822960983,1.4195675793985367,15.409000991506694
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,7,3613339.036320929,1.4191473917034547,19.975656419108383
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,8,3939415.5443705902,1.4205533645270119,29.167536052601655
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,9,4265492.052420251,1.4218407737251904,38.405352838407524
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,10,4591568.560469912,1.4225275265574995,47.61795940713041
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,11,5243721.576569235,1.4245015912617605,66.22129561700542
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,12,5895874.592668558,1.4256540842051306,84.83747476580517
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,13,7200180.624867203,1.426959721340177,122.30023345511825
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,14,8504486.657065848,1.4277504587371148,159.64166399888228
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,15,11113098.721463138,1.4289678654802982,234.59602395554344
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,16,13721710.785860429,1.429810377341023,309.6628312414806
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,17,18938934.914655007,1.4302853390166708,460.20178369442925
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,18,29373383.172244165,1.431217986315951,762.0834030106006
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,19,39807831.42983332,1.4319156604899905,1063.6965672322858
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,20,60676727.94501164,1.4326294637244932,1667.9828420903357
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,matlab,main,21,62369288.95910192,1.4326212413243986,1716.929390028407
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,petsc,main,1,47021827.10596321,0.00546875,519.3520411252154
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,petsc,main,2,54695558.032532565,0.01546875,667.5675596836397
seepage_3d,Heterogeneous 3D Seepage SSR,concave_L2,concave L2,0,petsc,main,3,62369288.95910192,4.3881073402915916e-05,817.5603564157955
